	Hs	Mm	Rn	Xl	Dm	Ce	Sc
10770	1	1	1	0	0	0	0
10771	1	1	1	2	0	0	0
10772	1	1	1	1	0	0	0
10773	1	1	1	1	1	0	0
10774	1	1	1	1	1	0	0
10775	1	1	1	1	0	0	0
10778	1	1	1	1	0	0	0
10779	1	1	1	1	0	0	0
10781	1	1	0	0	0	0	0
10782	1	1	1	0	0	0	0
10787	1	2	1	0	0	0	0
10791	1	1	1	1	1	0	0
10792	1	1	1	1	0	0	0
10795	1	1	1	1	0	1	0
10799	1	1	0	1	0	0	0
10801	1	1	1	1	1	0	0
10802	1	1	1	1	1	0	0
10804	1	1	1	1	1	1	0
10807	1	1	1	1	0	0	0
10808	1	1	1	1	0	0	0
10809	1	1	1	1	0	0	0
10810	1	1	1	1	1	0	0
10813	1	1	1	0	0	0	0
10814	1	1	1	1	1	1	0
10815	1	1	1	1	0	0	0
10817	1	1	1	1	0	0	0
10819	1	1	1	1	0	1	0
10820	1	1	1	1	1	0	0
10821	1	1	1	1	0	0	0
10822	1	1	1	1	0	0	0
10823	1	1	1	1	0	0	0
10825	1	1	0	1	0	0	0
10827	1	1	1	1	0	0	0
10828	1	1	1	0	0	0	0
10829	1	1	1	1	0	0	0
10830	1	1	1	1	1	1	0
10833	1	1	1	1	0	0	0
10834	1	1	1	1	0	0	0
10835	1	1	1	1	0	0	0
10837	1	1	1	1	0	0	0
10840	1	1	1	1	0	0	0
10841	1	1	1	1	0	0	0
10842	1	1	1	1	0	0	0
10843	1	1	1	1	0	0	0
10845	1	1	2	1	0	0	0
10846	1	1	1	0	0	0	0
10848	1	1	1	0	0	0	0
10853	1	1	1	1	0	0	0
10854	1	1	1	1	1	0	0
10855	1	1	1	1	0	0	0
10856	1	1	1	0	0	0	0
10858	1	1	1	1	0	0	0
10859	1	1	1	1	1	2	0
10865	1	1	1	1	1	0	1
10869	1	1	1	1	0	0	0
10870	1	1	1	1	0	0	0
10873	1	1	1	0	0	0	0
10874	1	1	1	1	0	0	0
10875	1	1	0	1	0	1	0
10877	1	1	1	1	1	0	0
10883	1	1	1	0	0	0	0
10884	1	1	1	1	1	1	0
10885	1	1	1	0	0	0	0
10889	1	1	1	0	0	0	0
10895	1	1	1	1	0	0	0
10898	1	1	1	1	1	0	0
10899	1	1	1	1	1	2	0
10901	1	1	1	1	0	0	0
10902	1	1	1	0	0	0	0
10904	1	1	1	1	1	1	0
10905	1	1	1	0	0	0	0
10907	1	1	1	1	1	0	0
10909	1	1	1	0	0	0	0
10910	1	1	1	0	0	0	0
10911	0	2	0	0	0	0	0
10912	1	1	1	0	0	0	0
10915	1	2	1	0	0	0	0
10918	1	1	1	1	0	0	0
10919	1	1	1	1	0	0	0
10920	1	1	1	0	0	0	0
10921	1	1	1	1	1	2	0
10922	1	1	1	0	0	0	0
10924	1	1	1	1	0	0	0
10926	1	1	1	0	0	0	0
10928	1	1	1	1	0	0	0
10929	1	1	1	1	0	0	0
10930	1	1	1	1	0	0	0
10933	1	1	1	1	1	0	0
10934	1	1	1	0	0	0	0
10935	1	1	1	1	0	0	0
10936	1	1	1	1	0	0	0
10938	1	1	1	0	0	0	0
10940	1	1	1	0	0	0	0
10941	1	1	1	1	1	0	0
10942	1	1	1	1	0	0	0
10943	1	1	1	0	0	0	0
10944	1	1	1	0	0	0	0
10945	1	1	1	1	0	0	0
10948	1	1	1	1	0	0	0
10949	1	1	1	1	0	0	0
10951	0	1	1	0	0	0	0
10955	1	1	0	1	0	0	0
10957	1	1	1	5	0	0	0
10959	1	1	1	1	0	0	0
10962	1	1	1	0	0	0	0
10966	1	1	1	1	0	0	0
10967	1	1	1	0	0	0	0
10968	1	1	1	0	0	0	0
10969	1	1	1	1	0	0	0
10970	1	1	1	1	0	0	0
10971	1	1	1	1	0	0	0
10972	1	1	1	0	0	0	0
10973	1	1	1	0	0	0	0
10974	1	1	1	1	0	0	0
10975	1	1	1	1	1	1	1
10978	1	1	0	1	0	0	0
10980	1	1	1	1	0	0	0
10983	1	1	1	0	0	0	0
10984	1	1	1	0	0	0	0
10986	1	1	0	1	0	0	0
10987	0	1	1	1	1	1	0
10988	1	1	1	1	0	0	0
10990	1	1	1	1	1	0	0
10991	1	1	1	1	0	0	0
10992	1	1	1	1	0	0	0
10993	1	1	1	1	0	0	0
10994	1	1	1	1	0	0	0
10998	1	1	1	1	1	1	0
10999	1	1	1	1	0	0	0
11000	1	1	1	1	0	0	0
11001	1	1	1	1	0	0	0
11002	1	1	1	0	0	0	0
11003	1	1	1	1	0	0	0
11005	1	1	1	0	0	0	0
11006	1	1	1	0	0	0	0
11007	1	1	1	1	1	0	0
11008	1	1	1	1	1	0	0
11009	1	1	1	1	0	0	0
11012	1	1	2	0	0	0	0
11013	1	1	1	1	0	0	0
11014	1	1	1	0	0	0	0
11015	1	1	1	1	0	0	0
11020	1	1	1	0	0	0	0
11022	1	1	1	1	1	1	0
11023	1	1	1	0	0	0	0
11025	1	1	1	0	0	0	0
11026	1	1	1	0	0	0	0
11027	1	1	1	1	0	0	0
11030	1	1	1	1	0	0	0
11031	1	1	1	0	0	0	0
11032	1	1	1	0	0	0	0
11033	1	1	1	1	0	0	0
11034	1	1	1	1	0	0	0
11035	1	1	1	1	0	0	0
11036	0	1	1	0	0	0	0
11038	1	1	1	0	0	0	0
11039	1	1	2	0	0	0	0
11040	1	1	1	1	0	0	0
11042	1	1	1	1	0	0	0
11045	1	1	1	1	0	0	0
11047	1	1	1	0	0	0	0
11048	1	1	1	1	1	1	0
11049	1	1	1	1	1	1	0
11052	1	1	1	1	1	1	0
11053	1	1	1	1	0	0	0
11055	1	1	1	1	1	1	0
11056	1	2	1	2	0	0	0
11057	1	1	1	1	0	0	0
11059	1	1	1	1	0	0	0
11061	1	1	1	1	1	1	0
11062	1	1	1	1	0	0	0
11063	1	1	1	1	1	0	0
11064	1	1	1	0	0	0	0
11065	1	1	1	1	0	0	0
11066	1	1	1	1	0	0	0
11067	1	1	1	1	0	1	0
11070	1	1	1	1	1	0	0
11072	1	1	1	1	1	1	0
11073	1	1	0	1	1	1	0
11076	1	1	1	1	1	1	0
11077	1	1	1	1	0	0	0
11078	1	1	1	1	0	0	0
11081	1	1	1	1	1	0	0
11085	1	1	1	1	0	0	0
11087	1	1	1	1	1	1	0
11090	1	1	1	1	0	0	0
11091	1	1	1	0	0	0	0
11092	1	1	1	1	1	1	0
11093	1	1	1	1	0	1	0
11094	1	1	1	1	1	0	0
11097	1	1	1	1	0	0	0
11098	1	1	1	1	0	0	0
11099	1	1	1	1	0	0	0
11101	1	1	1	2	0	0	0
11102	1	1	1	1	0	0	0
11103	1	1	1	1	0	0	0
11104	1	1	1	1	0	0	0
11107	1	1	1	1	0	1	0
11112	1	1	1	1	1	0	0
11113	1	1	1	1	0	0	0
11116	1	1	1	1	1	0	0
11117	1	1	1	1	0	1	0
11122	1	1	1	1	0	1	0
11123	1	1	1	1	0	0	0
11125	1	1	1	1	1	0	0
11126	1	1	1	1	1	1	0
11128	1	1	1	1	0	0	0
11129	1	1	1	0	0	0	0
11130	1	1	1	1	0	0	0
11131	1	1	1	0	0	1	0
11133	1	1	1	1	1	1	0
11134	1	1	1	1	1	0	0
11136	1	1	1	0	0	0	0
11137	1	1	1	1	1	0	0
11138	1	1	1	1	0	0	0
11139	1	1	1	1	0	0	0
11140	1	1	1	0	0	0	0
11142	1	1	1	1	0	0	0
11145	1	1	1	1	1	1	0
11147	1	1	1	1	0	0	0
11148	1	1	1	1	0	0	0
11150	1	1	1	0	0	0	0
11151	1	1	1	1	0	0	0
11152	1	1	1	1	0	0	0
11154	1	1	1	0	0	0	0
11155	1	1	1	1	0	0	0
11156	1	1	1	0	0	0	0
11161	1	1	1	1	0	0	0
11163	1	1	1	0	0	0	0
11166	1	1	1	1	0	0	0
11167	1	1	1	0	0	0	0
11168	1	1	1	1	2	0	0
11169	1	1	1	1	0	0	0
11170	1	1	1	1	0	0	0
11171	1	1	1	1	1	1	0
11172	1	1	1	1	0	0	0
11173	1	1	1	1	1	0	0
11174	1	1	1	0	0	0	0
11177	1	1	1	0	0	0	0
11179	1	1	1	0	0	0	0
11183	1	1	1	0	0	0	0
11184	1	1	1	1	1	1	0
11185	1	1	1	0	0	0	0
11186	1	1	1	0	0	0	0
11187	1	1	1	0	0	0	0
11188	1	1	1	1	0	0	0
11190	1	1	1	1	0	0	0
11193	1	1	1	1	0	0	0
11199	1	1	1	1	0	0	0
11200	1	1	1	1	0	0	0
11202	1	1	1	1	0	0	0
11203	1	1	1	1	0	0	0
11204	1	1	1	1	0	0	0
11207	1	1	1	1	1	1	0
11208	1	1	1	1	0	0	0
11209	1	1	1	1	0	0	0
11210	1	1	1	1	0	0	0
11211	1	1	1	0	0	0	0
11213	1	1	1	0	1	1	0
11214	1	1	1	1	0	1	0
11216	1	1	1	0	0	0	0
11217	1	1	1	0	0	0	0
11219	1	1	1	1	0	0	0
11220	1	1	2	1	0	0	0
11222	1	1	1	1	0	0	0
11223	1	1	1	1	1	0	0
11224	1	1	1	1	0	0	0
11226	1	1	1	1	1	1	0
11227	1	1	1	1	0	0	0
11228	1	1	1	1	2	0	0
11229	1	1	1	1	0	0	0
11232	1	1	1	1	1	0	0
11236	1	1	1	1	0	0	0
11237	1	1	1	1	0	0	0
11238	1	1	1	1	0	0	0
11240	1	1	1	1	0	0	0
11241	1	1	1	0	0	0	0
11242	1	1	1	0	0	0	0
11244	1	1	1	1	0	0	0
11245	1	1	1	1	1	0	0
11246	1	1	1	0	0	0	0
11247	1	1	1	1	1	1	0
11248	1	1	1	1	0	0	0
11249	1	1	1	1	1	1	0
11251	1	1	1	1	0	1	0
11253	1	1	1	1	0	0	0
11254	1	1	1	0	0	0	0
11256	1	1	1	1	0	0	0
11258	1	1	1	1	0	0	0
11259	1	1	1	1	0	0	0
11260	1	1	1	1	0	0	0
11264	1	1	1	1	1	1	0
11265	1	1	1	1	0	0	0
11266	1	1	1	1	0	2	0
11268	1	1	1	0	0	0	0
11269	1	1	1	1	0	0	0
11270	1	1	1	1	0	0	0
11275	1	1	1	1	0	0	0
11276	1	1	1	1	0	0	0
11277	1	1	1	1	0	0	0
11279	1	1	1	1	1	1	0
11280	1	1	1	1	0	0	0
11281	1	1	1	1	0	0	0
11283	1	1	1	0	0	0	0
11284	1	1	1	1	0	0	0
11285	1	1	1	0	0	0	0
11286	1	1	1	1	1	0	1
11287	1	1	1	1	1	0	0
11288	0	1	1	1	0	0	0
11289	1	1	1	0	0	0	0
11290	1	1	1	1	0	0	0
11292	1	1	1	1	0	0	0
11293	1	1	1	1	1	0	0
11294	1	1	1	1	1	0	0
11295	1	1	1	1	3	1	0
11297	1	1	1	0	0	0	0
11299	1	1	1	1	0	0	0
11300	1	1	1	1	0	0	0
11301	1	1	1	0	0	0	0
11302	1	1	1	1	0	0	0
11303	1	1	1	1	0	0	0
11304	1	1	2	1	0	0	0
11305	1	1	1	1	0	0	0
11306	1	1	1	1	1	0	0
11307	1	1	1	1	0	0	0
11309	1	1	1	0	1	1	0
11311	1	1	1	1	1	0	0
11312	1	1	1	1	0	0	0
11314	1	1	1	1	0	0	0
11315	1	1	0	0	0	0	0
11317	1	1	1	1	1	1	0
11319	1	1	1	1	0	0	0
11320	1	1	1	0	0	0	0
11321	1	1	1	1	0	0	0
11322	1	1	1	1	0	1	0
11325	1	1	1	2	0	0	0
11328	1	1	0	1	0	0	0
11329	1	1	1	1	0	0	0
11331	1	1	1	0	0	0	0
11332	1	1	1	1	1	0	0
11337	1	1	1	0	0	0	0
11338	1	1	1	1	0	0	0
11339	1	1	1	1	1	1	1
11342	1	1	1	0	0	0	0
11343	0	1	1	0	0	0	0
11344	0	1	1	0	0	0	0
11345	1	1	1	1	0	1	1
11346	1	1	1	1	0	0	0
11347	1	1	1	1	1	1	0
11348	1	1	1	1	0	0	0
11349	1	1	1	0	0	0	0
11350	1	1	1	0	0	0	0
11351	1	1	1	0	0	0	0
11355	1	1	1	0	0	0	0
11356	1	1	1	1	0	0	0
11359	1	1	1	1	1	0	0
11360	1	1	1	0	0	0	0
11363	1	1	1	0	0	0	0
11366	1	1	1	1	1	0	0
11367	1	1	1	1	0	0	0
11368	1	1	1	1	1	1	0
11373	1	1	1	1	0	0	0
11374	1	1	1	1	0	0	0
11375	1	1	1	1	1	1	0
11377	1	1	1	1	1	1	0
11378	0	1	1	0	0	0	0
11380	1	1	1	1	0	0	0
11382	1	1	1	0	0	0	0
11384	1	1	1	1	0	0	0
11387	1	1	1	0	0	0	0
11389	1	1	1	1	0	0	0
11390	1	1	2	0	0	0	0
11393	1	1	1	1	0	0	0
11395	1	1	1	1	0	0	0
11396	1	1	1	1	0	0	0
11397	1	1	1	0	0	0	0
11398	1	1	1	1	0	0	0
11400	1	1	1	1	0	0	0
11401	1	1	1	0	0	0	0
11404	1	1	1	0	0	0	0
11406	1	1	1	1	0	0	0
11407	1	1	1	1	0	0	0
11408	1	1	1	1	1	1	0
11409	1	1	1	1	0	0	0
11411	1	1	1	2	0	0	0
11415	1	1	1	1	0	0	0
11416	1	1	1	0	1	0	0
11419	1	1	1	1	0	1	0
11421	1	1	1	1	1	0	0
11422	1	1	1	1	0	0	0
11423	1	1	1	1	0	0	0
11424	1	1	1	0	0	0	0
11426	1	1	1	1	0	0	0
11428	1	1	1	0	0	0	0
11429	1	1	1	1	0	0	0
11430	1	1	1	1	1	0	0
11431	1	1	1	1	0	0	0
11432	1	1	1	0	0	0	0
11433	1	1	1	1	0	0	0
11434	2	1	1	1	1	1	0
11435	1	1	1	0	1	1	0
11436	1	1	1	1	0	0	0
11437	1	1	1	0	2	1	0
11438	1	1	1	1	0	0	0
11439	1	1	1	1	1	1	0
11440	1	1	1	1	0	0	0
11441	1	1	1	1	1	0	0
11442	1	1	1	0	0	0	0
11445	1	1	1	1	1	0	0
11446	1	1	1	1	0	0	0
11447	1	1	1	1	0	0	0
11448	1	1	1	1	0	0	0
11449	1	1	1	1	0	0	0
11450	1	1	1	1	1	0	0
11451	1	1	1	1	0	0	0
11452	1	1	2	1	0	0	0
11455	1	1	1	1	0	0	0
11456	1	1	2	1	1	1	0
11457	1	1	1	1	0	0	0
11458	1	1	1	0	0	0	0
11459	1	1	1	1	0	0	0
11461	1	1	1	1	1	1	0
11465	1	1	1	0	0	0	0
11466	1	1	2	1	0	0	0
11467	1	1	1	1	0	0	0
11469	1	1	1	1	0	0	0
11470	1	1	1	1	0	1	0
11471	1	1	1	1	0	0	0
11472	1	1	1	0	0	0	0
11473	1	1	1	1	1	0	0
11474	1	1	1	1	1	1	0
11475	1	1	1	1	0	0	0
11476	1	1	1	1	1	0	0
11478	1	1	1	1	1	0	0
11479	1	1	1	1	0	0	0
11481	1	1	1	1	0	0	0
11482	1	1	1	1	0	0	0
11483	1	1	1	1	1	1	0
11484	1	1	1	1	1	1	0
11486	1	1	1	1	0	0	0
11488	1	1	1	0	0	0	0
11489	1	1	1	1	0	0	0
11490	1	1	1	1	0	0	0
11491	1	1	1	1	1	1	0
11492	1	1	1	0	0	0	0
11495	1	1	1	1	0	0	0
11497	1	1	1	1	1	1	0
11498	1	1	1	1	1	1	0
11500	1	1	1	1	0	0	0
11501	1	1	1	1	0	0	0
11505	1	1	1	1	0	0	0
11506	1	1	1	1	0	0	0
11507	1	1	1	1	0	0	0
11509	1	1	1	1	0	0	0
11510	1	1	2	1	1	1	0
11511	1	1	1	1	0	0	0
11513	1	1	1	1	1	0	0
11515	1	1	1	1	0	0	0
11516	1	1	1	1	0	0	0
11517	1	1	1	1	1	1	0
11520	1	1	1	1	1	0	0
11522	1	1	1	1	0	0	0
11525	1	1	1	0	0	0	0
11526	1	1	1	1	1	1	0
11529	1	1	1	0	0	0	0
11530	1	1	1	1	0	0	0
11531	1	1	0	1	0	0	0
11532	1	1	1	1	1	0	0
11533	1	1	1	1	1	0	0
11535	1	1	1	1	1	1	0
11536	1	1	1	1	0	0	0
11538	1	1	1	1	1	1	0
11542	1	1	1	0	0	0	0
11544	1	1	1	1	0	0	0
11545	1	1	1	0	0	0	0
11546	1	1	1	0	0	0	0
11548	1	1	1	1	0	0	0
11550	1	1	1	1	1	1	0
11551	1	1	0	1	0	0	0
11553	1	1	1	1	0	0	0
11555	1	1	1	1	0	0	0
11556	1	1	1	1	0	0	0
11558	1	1	1	1	0	0	0
11561	1	1	1	0	0	0	0
11563	1	1	0	1	0	0	0
11564	1	1	1	1	0	0	0
11565	1	1	1	1	0	0	0
11566	1	1	1	1	0	0	0
11567	1	1	1	0	1	0	0
11569	1	1	1	1	0	0	0
11571	1	1	1	1	1	1	0
11572	1	1	1	1	0	0	0
11573	2	1	1	1	1	1	0
11574	1	1	1	1	1	1	0
11575	1	1	1	1	1	0	0
11576	1	1	1	1	0	0	0
11577	1	1	1	1	0	0	0
11578	1	1	1	1	0	0	0
11579	1	1	1	1	0	0	0
11582	1	1	1	1	0	0	0
11583	1	1	1	1	0	0	0
11584	1	1	1	1	0	0	0
11587	1	1	1	1	1	0	0
11588	0	1	1	0	0	0	0
11589	1	1	1	1	0	1	0
11590	1	1	1	0	0	0	0
11592	1	1	1	1	0	0	0
11593	1	1	1	1	0	0	0
11595	1	1	1	1	0	0	0
11596	1	1	1	1	0	0	0
11597	1	1	1	0	0	0	0
11599	1	1	1	1	1	0	1
11600	1	1	1	1	0	0	0
11601	1	1	1	1	1	0	0
11603	1	1	1	1	0	0	0
11605	1	1	1	1	1	0	0
11607	1	1	1	1	1	1	0
11608	1	1	1	1	1	0	0
11611	1	1	1	1	1	0	0
11612	1	1	1	1	0	2	0
11613	1	1	1	1	1	0	0
11615	1	1	1	1	0	1	0
11616	1	1	1	1	0	0	0
11617	1	1	1	0	0	0	0
11618	1	1	1	1	0	0	0
11620	1	1	1	1	1	1	0
11621	1	1	1	1	0	0	0
11622	1	1	1	1	0	0	0
11623	1	1	1	1	0	0	0
11624	1	1	1	1	1	1	0
11627	1	1	1	1	0	0	0
11628	1	1	1	1	1	1	0
11629	1	1	1	0	0	0	0
11632	1	1	1	1	1	0	0
11633	1	1	1	5	0	0	0
11635	1	1	1	1	1	0	0
11636	1	1	1	1	1	0	0
11637	1	1	1	1	0	0	0
11639	1	1	1	1	1	0	0
11640	1	1	1	1	0	0	0
11641	1	1	1	1	1	1	0
11644	1	1	1	0	0	0	0
11646	1	1	1	1	0	1	0
11647	1	1	1	0	1	1	0
11648	1	1	1	1	0	0	0
11649	1	1	1	1	1	0	0
11650	1	1	1	0	0	0	0
11652	1	1	1	0	0	0	0
11653	1	1	1	1	0	0	0
11654	1	1	1	1	0	0	0
11656	1	1	1	1	0	0	0
11657	1	1	1	1	0	0	0
11658	1	1	1	0	0	0	0
11661	1	1	1	1	0	0	0
11662	1	1	1	1	0	0	0
11663	1	0	1	1	0	0	0
11666	1	1	1	1	0	0	0
11667	1	1	1	1	0	0	0
11668	1	1	0	0	0	0	0
11669	1	1	1	0	0	0	0
11670	1	1	1	0	0	0	0
11674	1	1	1	1	0	0	0
11678	1	1	1	1	0	0	0
11681	1	1	1	1	1	0	0
11683	1	1	1	0	0	0	0
11684	1	1	1	1	0	0	0
11687	1	1	1	1	0	0	0
11689	1	1	1	1	0	0	0
11690	1	1	1	1	0	0	0
11691	1	1	1	1	0	0	0
11693	1	1	1	1	1	0	0
11695	1	1	1	1	0	0	0
11696	1	1	0	0	0	0	0
11697	1	1	1	1	0	0	0
11698	1	1	1	1	0	0	0
11701	1	1	1	0	0	0	0
11702	1	1	1	1	2	0	0
11704	1	1	1	1	1	0	0
11705	1	1	1	1	0	0	0
11706	1	1	1	0	0	0	0
11710	1	1	1	1	0	0	0
11711	1	2	1	1	0	0	0
11712	1	1	1	1	0	0	0
11713	1	1	1	1	0	0	0
11714	1	1	1	1	0	0	0
11715	1	1	1	1	0	0	0
11717	1	1	0	0	0	0	0
11718	1	1	1	1	0	0	0
11719	1	1	1	1	0	0	0
11720	1	1	1	1	0	0	0
11722	1	1	1	1	0	0	0
11723	1	1	1	1	0	0	0
11725	1	1	1	0	0	0	0
11726	1	1	1	0	0	0	0
11728	1	1	1	1	0	0	0
11729	1	1	1	1	0	0	0
11731	1	1	1	0	0	0	0
11732	1	1	1	1	0	0	0
11733	1	1	1	1	0	0	0
11734	1	1	1	1	0	0	0
11738	1	1	1	1	1	1	0
11739	1	1	1	1	0	0	0
11743	1	1	1	0	1	1	0
11745	1	1	1	0	0	0	0
11748	1	1	1	1	0	0	0
11749	1	1	1	1	1	0	0
11750	1	1	1	1	0	0	0
11753	1	1	1	1	0	0	0
11755	1	1	1	1	1	1	0
11757	1	1	1	1	0	0	0
11758	1	1	1	1	1	1	0
11761	1	1	1	0	0	0	0
11763	1	1	1	0	0	0	0
11764	1	1	1	1	0	0	0
11767	1	1	1	1	1	1	0
11769	1	1	1	1	0	0	0
11770	1	1	1	0	0	0	0
11771	1	1	1	1	0	0	0
11773	1	1	1	1	0	0	0
11774	1	1	1	1	0	0	0
11776	1	1	1	1	0	0	0
11777	1	1	1	1	1	0	0
11779	1	1	1	1	1	1	0
11782	1	1	0	1	0	0	0
11785	1	1	1	1	0	0	0
11786	1	1	1	1	1	1	0
11787	1	1	1	0	0	0	0
11788	1	1	1	1	0	0	0
11792	1	1	1	1	1	1	0
11793	1	1	1	2	0	0	0
11795	1	1	1	1	0	0	0
11797	1	1	1	1	1	0	0
11798	1	1	1	1	0	0	0
11799	1	1	1	1	0	0	0
11800	1	1	1	1	0	0	0
11801	1	1	1	1	0	0	0
11802	1	1	1	0	0	0	0
11803	1	1	1	1	0	0	0
11804	1	1	1	1	0	0	0
11807	1	1	1	1	0	0	0
11808	1	1	1	1	0	0	0
11811	1	1	1	1	0	0	0
11812	1	1	1	1	0	0	0
11814	1	1	1	1	0	0	0
11815	1	1	1	0	0	0	0
11817	1	1	1	1	0	0	0
11819	1	1	1	1	1	1	0
11821	1	1	1	1	1	0	0
11823	1	1	1	1	0	1	0
11824	1	1	1	1	0	0	0
11825	1	1	1	0	0	0	0
11827	1	1	1	1	1	0	0
11828	1	1	1	0	0	0	0
11830	1	1	1	1	0	0	0
11831	1	1	1	1	0	1	0
11832	1	1	1	1	0	0	0
11833	1	1	1	1	0	0	0
11836	1	1	1	1	0	0	0
11837	1	1	1	0	0	0	0
11838	1	0	1	1	0	0	0
11839	1	1	1	1	0	0	0
11840	1	1	1	1	1	0	0
11842	1	1	1	0	1	1	0
11843	1	1	1	1	1	1	0
11844	1	1	1	0	0	0	0
11847	1	1	1	1	0	0	0
11848	1	1	1	1	0	0	0
11849	1	1	1	1	0	0	0
11851	1	1	1	1	0	0	0
11852	1	1	1	1	1	1	1
11853	1	1	1	1	0	0	0
11854	1	1	1	1	1	0	0
11856	1	1	1	1	0	0	0
11857	1	1	1	1	1	1	0
11859	1	1	1	0	0	0	0
11861	1	1	1	1	0	0	0
11863	1	1	1	1	2	0	0
11864	1	1	1	1	1	1	0
11865	1	1	1	0	1	0	0
11866	1	1	1	1	1	1	0
11868	1	1	1	1	0	0	0
11869	1	1	1	1	0	0	0
11870	1	1	1	1	0	0	0
11873	1	1	1	1	1	0	0
11875	1	1	1	1	0	0	0
11878	1	1	1	1	0	0	0
11879	1	1	1	1	0	0	0
11880	1	1	0	1	0	0	0
11881	1	1	1	1	0	0	0
11883	1	1	1	0	0	0	0
11884	1	1	1	0	0	0	0
11885	1	1	1	1	0	0	0
11886	1	1	1	1	1	1	0
11888	1	1	1	1	0	0	0
11889	1	1	1	1	1	1	0
11890	1	1	2	1	0	0	0
11891	1	1	1	0	0	0	0
11892	1	1	1	1	0	0	0
11893	1	1	1	1	0	0	0
11895	1	1	1	1	0	0	0
11896	1	1	1	0	0	0	0
11897	1	1	1	0	0	0	0
11898	1	1	1	1	0	0	0
11900	1	1	1	1	0	0	0
11905	1	1	1	1	0	0	0
11906	1	1	1	1	0	0	0
11907	1	1	2	1	0	0	0
11910	1	1	1	1	0	0	0
11911	1	1	1	1	1	0	0
11912	1	1	1	0	0	0	0
11916	1	1	1	1	0	0	0
11917	1	1	1	0	0	0	0
11918	1	1	1	0	0	0	0
11919	1	1	1	1	0	0	0
11920	1	1	1	1	0	0	0
11923	1	1	1	1	0	0	0
11924	1	1	1	1	0	0	0
11925	1	1	0	0	0	0	0
11926	1	1	2	1	0	0	0
11927	1	1	1	1	0	0	0
11929	1	1	1	1	0	0	0
11930	1	1	1	0	1	1	0
11931	1	1	1	0	0	0	0
11932	1	1	1	1	0	0	0
11933	1	1	2	1	1	0	0
11934	1	1	1	1	0	0	0
11936	1	1	1	1	0	0	0
11937	1	1	1	1	0	0	0
11938	1	1	1	1	0	0	0
11939	1	1	1	1	0	0	0
11941	1	1	1	1	0	0	0
11942	1	1	1	0	0	0	0
11944	1	1	1	2	0	0	0
11945	0	1	1	0	0	0	0
11947	1	1	1	0	0	0	0
11948	1	1	1	0	0	0	0
11949	1	1	2	0	0	0	0
11952	1	1	1	1	1	1	0
11955	1	1	1	0	0	0	0
11956	1	1	1	1	0	0	0
11957	1	1	1	1	0	0	0
11959	1	1	1	1	0	0	0
11963	0	1	1	0	0	0	0
11964	1	1	1	1	1	1	0
11968	1	1	1	1	0	0	0
11969	1	1	0	1	0	0	0
11971	1	1	1	0	0	0	0
11973	1	1	1	0	1	1	0
11974	1	1	1	0	0	0	0
11975	1	1	1	1	0	0	0
11976	1	1	1	1	0	0	0
11977	1	1	1	1	0	0	0
11979	1	1	1	1	0	0	0
11980	1	1	1	1	0	0	0
11982	1	1	1	1	0	0	0
11984	1	1	1	0	0	0	0
11985	1	1	1	1	0	0	0
11987	1	1	1	1	1	0	0
11989	1	1	1	1	1	0	0
11990	1	1	1	1	0	0	0
11991	0	1	2	0	0	0	0
11992	1	1	1	1	0	0	0
11995	1	1	1	1	1	1	0
11997	1	1	1	1	0	0	0
11998	1	1	1	1	1	1	0
11999	1	1	1	1	1	1	0
12001	1	1	1	1	0	0	0
12002	1	1	0	1	0	0	0
12003	1	1	1	1	1	1	0
12004	1	1	1	1	0	0	0
12005	1	1	1	1	1	1	1
12007	1	1	1	0	0	0	0
12009	1	1	1	0	0	0	0
12010	1	1	1	1	0	0	0
12011	1	1	1	1	0	0	0
12014	1	1	1	1	0	0	0
12018	1	1	1	1	1	0	0
12019	1	1	1	0	0	0	0
12021	1	1	1	1	0	1	0
12024	1	1	1	0	0	0	0
12026	1	1	1	1	0	0	0
12027	1	1	1	1	0	1	0
12028	0	1	0	0	1	0	0
12030	1	1	1	1	0	0	0
12031	1	1	1	0	0	0	0
12033	1	1	1	1	0	0	0
12034	0	1	2	0	0	0	0
12036	1	1	1	1	0	0	0
12037	1	1	1	1	0	0	0
12039	1	1	1	1	0	0	0
12040	1	1	1	1	1	0	0
12042	1	1	1	1	0	0	0
12043	1	2	1	1	1	0	0
12044	1	0	1	1	1	0	0
12045	1	1	1	1	0	0	0
12046	1	1	1	1	2	0	0
12047	1	1	1	0	0	0	0
12048	1	1	1	1	1	0	0
12049	1	1	1	1	0	0	0
12050	1	1	0	1	0	0	0
12051	1	1	1	1	0	0	0
12052	1	1	1	1	0	0	0
12053	1	1	1	0	0	0	0
12054	1	1	1	0	0	0	0
12055	1	1	1	1	0	0	0
12057	1	1	1	0	0	0	0
12059	1	1	1	0	0	0	0
12063	1	1	1	0	0	0	0
12065	1	1	1	1	0	0	0
12069	1	1	1	1	1	1	0
12070	1	1	1	1	0	0	1
12071	1	1	1	1	0	0	0
12073	1	1	1	0	0	0	0
12074	1	1	1	1	1	0	0
12075	1	1	1	1	0	0	0
12078	1	1	1	1	1	0	0
12080	1	1	1	1	0	0	0
12082	1	1	1	1	0	1	0
12083	1	1	1	1	1	1	0
12084	1	1	1	0	0	0	0
12085	1	1	1	1	0	0	0
