OG	Human	Species	Human_gene	Gene
37537	H. sapiens	M. musculus	COX4I1	Cox4i1
37538	H. sapiens	R. norvegicus	COX5B	Cox5b
37538	H. sapiens	X. laevis	COX5B	cox5b.2
37549	H. sapiens	M. musculus	CTRL	Ctrl
37549	H. sapiens	R. norvegicus	CTRL	Ctrl
37550	H. sapiens	R. norvegicus	CTSB	Ctsb
37550	H. sapiens	D. melanogaster	CTSB	CtsB1
37550	H. sapiens	X. laevis	CTSB	ctsb
37550	H. sapiens	M. musculus	CTSB	Ctsb
37551	H. sapiens	M. musculus	CTSE	Ctse
37551	H. sapiens	R. norvegicus	CTSE	Ctse
37551	H. sapiens	X. laevis	CTSE	ctse
37552	H. sapiens	R. norvegicus	CYB561	Cyb561
37552	H. sapiens	C. elegans	CYB561	CELE_F55H2.5
37552	H. sapiens	X. laevis	CYB561	cyb561
37552	H. sapiens	M. musculus	CYB561	Cyb561
37553	H. sapiens	R. norvegicus	DAO	Dao
37553	H. sapiens	D. melanogaster	DAO	CG11236
37553	H. sapiens	M. musculus	DAO	Dao
37553	H. sapiens	X. laevis	DAO	dao
37554	H. sapiens	M. musculus	ECI1	Eci1
37554	H. sapiens	X. laevis	ECI1	eci1
37554	H. sapiens	R. norvegicus	ECI1	Eci1
37558	H. sapiens	X. laevis	EPHX2	ephx2
37558	H. sapiens	R. norvegicus	EPHX2	Ephx2
37558	H. sapiens	M. musculus	EPHX2	Ephx2
37559	H. sapiens	M. musculus	STX2	Stx2
37559	H. sapiens	X. laevis	STX2	stx2
37559	H. sapiens	R. norvegicus	STX2	Stx2
37560	H. sapiens	M. musculus	ETV6	Etv6
37560	H. sapiens	R. norvegicus	ETV6	Etv6
37560	H. sapiens	X. laevis	ETV6	etv6
37561	H. sapiens	X. laevis	ACSL1	acsl1
37561	H. sapiens	M. musculus	ACSL1	Acsl1
37561	H. sapiens	R. norvegicus	ACSL1	Acsl1
37563	H. sapiens	R. norvegicus	FES	Fes
37563	H. sapiens	M. musculus	FES	Fes
37563	H. sapiens	C. elegans	FES	ZK622.1
37563	H. sapiens	X. laevis	FES	LOC100489191
37566	H. sapiens	X. laevis	GLRX	glrx
37566	H. sapiens	M. musculus	GLRX	Glrx
37566	H. sapiens	C. elegans	GLRX	glrx-10
37566	H. sapiens	R. norvegicus	GLRX	Glrx
37567	H. sapiens	M. musculus	GLUL	Glul
37567	H. sapiens	C. elegans	GLUL	gln-1
37567	H. sapiens	D. melanogaster	GLUL	Gs1
37567	H. sapiens	X. laevis	GLUL	glul
37567	H. sapiens	R. norvegicus	GLUL	Glul
37567	H. sapiens	S. cerevisiae	GLUL	GLN1
37570	H. sapiens	X. laevis	GRK6	grk6
37570	H. sapiens	R. norvegicus	GRK6	Grk6
37570	H. sapiens	M. musculus	GRK6	Grk6
37573	H. sapiens	M. musculus	GTF2E2	Gtf2e2
37573	H. sapiens	D. melanogaster	GTF2E2	TfIIEbeta
37573	H. sapiens	C. elegans	GTF2E2	CELE_F54D5.11
37573	H. sapiens	X. laevis	GTF2E2	gtf2e2
37573	H. sapiens	R. norvegicus	GTF2E2	Gtf2e2
37582	H. sapiens	D. melanogaster	HMGB2	Dsp1
37582	H. sapiens	M. musculus	HMGB2	Hmgb2
37582	H. sapiens	C. elegans	HMGB2	hmg-1.2
37584	H. sapiens	R. norvegicus	HOXB2	Hoxb2
37584	H. sapiens	M. musculus	HOXB2	Hoxb2
37584	H. sapiens	X. laevis	HOXB2	hoxb2
37585	H. sapiens	M. musculus	HOXB5	Hoxb5
37585	H. sapiens	R. norvegicus	HOXB5	Hoxb5
37585	H. sapiens	X. laevis	HOXB5	hoxb5
37586	H. sapiens	M. musculus	HPCAL1	Hpcal1
37586	H. sapiens	R. norvegicus	HPCAL1	Hpcal1
37586	H. sapiens	D. melanogaster	HPCAL1	Nca
37586	H. sapiens	X. laevis	HPCAL1	hpcal1
37590	H. sapiens	R. norvegicus	IDH2	Idh2
37590	H. sapiens	X. laevis	IDH2	idh2
37590	H. sapiens	C. elegans	IDH2	idh-2
37590	H. sapiens	M. musculus	IDH2	Idh2
37590	H. sapiens	S. cerevisiae	IDH2	IDP2
37591	H. sapiens	R. norvegicus	IL9R	Il9r
37591	H. sapiens	M. musculus	IL9R	Il9r
37592	H. sapiens	M. musculus	ITGA7	Itga7
37592	H. sapiens	R. norvegicus	ITGA7	Itga7
37592	H. sapiens	X. laevis	ITGA7	itga7
37593	H. sapiens	M. musculus	ITPR2	Itpr2
37593	H. sapiens	R. norvegicus	ITPR2	Itpr2
37593	H. sapiens	X. laevis	ITPR2	itpr2
37595	H. sapiens	M. musculus	KCNN1	Kcnn1
37595	H. sapiens	R. norvegicus	KCNN1	Kcnn1
37603	H. sapiens	R. norvegicus	KRT85	Krt85
37604	H. sapiens	M. musculus	LAMA4	Lama4
37604	H. sapiens	R. norvegicus	LAMA4	Lama4
37604	H. sapiens	X. laevis	LAMA4	lama4
37608	H. sapiens	M. musculus	LGALS3	Lgals3
37608	H. sapiens	X. laevis	LGALS3	lgals3
37608	H. sapiens	R. norvegicus	LGALS3	Lgals3
37612	H. sapiens	M. musculus	LRPAP1	Lrpap1
37612	H. sapiens	D. melanogaster	LRPAP1	CG8507
37612	H. sapiens	X. laevis	LRPAP1	lrpap1
37612	H. sapiens	R. norvegicus	LRPAP1	Lrpap1
37614	H. sapiens	X. laevis	LUM	lum
37614	H. sapiens	R. norvegicus	LUM	Lum
37614	H. sapiens	M. musculus	LUM	Lum
37615	H. sapiens	X. laevis	ME2	me2
37615	H. sapiens	R. norvegicus	ME2	Me2
37615	H. sapiens	M. musculus	ME2	Me2
37618	H. sapiens	R. norvegicus	MAP3K11	Map3k11
37618	H. sapiens	M. musculus	MAP3K11	Map3k11
37619	H. sapiens	R. norvegicus	MMP7	Mmp7
37619	H. sapiens	M. musculus	MMP7	Mmp7
37620	H. sapiens	M. musculus	MN1	Mn1
37620	H. sapiens	X. laevis	MN1	mn1.1
37620	H. sapiens	R. norvegicus	MN1	Mn1
37622	H. sapiens	X. laevis	MRC1	mrc1
37622	H. sapiens	M. musculus	MRC1	Mrc1
37622	H. sapiens	R. norvegicus	MRC1	Mrc1
37623	H. sapiens	C. elegans	MTX1	mtx-1
37623	H. sapiens	M. musculus	MTX1	Mtx1
37623	H. sapiens	D. melanogaster	MTX1	CG9393
37623	H. sapiens	R. norvegicus	MTX1	Mtx1
37628	H. sapiens	X. laevis	NDUFA2	ndufa2
37628	H. sapiens	M. musculus	NDUFA2	Ndufa2
37628	H. sapiens	D. melanogaster	NDUFA2	CG15434
37628	H. sapiens	R. norvegicus	NDUFA2	Ndufa2
37629	H. sapiens	M. musculus	NDUFA4	Ndufa4
37629	H. sapiens	X. laevis	NDUFA4	ndufa4
37629	H. sapiens	R. norvegicus	NDUFA4	Ndufa4
37630	H. sapiens	R. norvegicus	NDUFB3	Ndufb3
37630	H. sapiens	X. laevis	NDUFB3	ndufb3
37630	H. sapiens	M. musculus	NDUFB3	Ndufb3
37631	H. sapiens	R. norvegicus	NFKBIB	Nfkbib
37631	H. sapiens	M. musculus	NFKBIB	Nfkbib
37634	H. sapiens	R. norvegicus	OR1D2	Olr1520
37634	H. sapiens	M. musculus	OR1D2	Olfr412
37636	H. sapiens	R. norvegicus	ORC5	Orc5
37636	H. sapiens	D. melanogaster	ORC5	Orc5
37636	H. sapiens	X. laevis	ORC5	orc5
37636	H. sapiens	M. musculus	ORC5	Orc5
37637	H. sapiens	M. musculus	PEBP1	Pebp1
37637	H. sapiens	D. melanogaster	PEBP1	CG10298
37637	H. sapiens	R. norvegicus	PEBP1	Pebp1
37637	H. sapiens	X. laevis	PEBP1	pebp1
37640	H. sapiens	D. melanogaster	PCSK2	amon
37640	H. sapiens	R. norvegicus	PCSK2	Pcsk2
37640	H. sapiens	M. musculus	PCSK2	Pcsk2
37640	H. sapiens	C. elegans	PCSK2	egl-3
37640	H. sapiens	X. laevis	PCSK2	pcsk2
37642	H. sapiens	S. cerevisiae	BCKDK	PKP1
37642	H. sapiens	X. laevis	BCKDK	bckdk
37642	H. sapiens	M. musculus	BCKDK	Bckdk
37642	H. sapiens	R. norvegicus	BCKDK	Bckdk
37643	H. sapiens	X. laevis	PDPK1	pdpk1
37643	H. sapiens	R. norvegicus	PDPK1	Pdpk1
37643	H. sapiens	C. elegans	PDPK1	pdk-1
37643	H. sapiens	M. musculus	PDPK1	Pdpk1
37643	H. sapiens	D. melanogaster	PDPK1	Pdk1
37644	H. sapiens	R. norvegicus	PFDN1	Pfdn1
37644	H. sapiens	M. musculus	PFDN1	Pfdn1
37644	H. sapiens	X. laevis	PFDN1	LOC100497275
37645	H. sapiens	D. melanogaster	PFDN4	CG10635
37645	H. sapiens	M. musculus	PFDN4	Pfdn4
37645	H. sapiens	X. laevis	PFDN4	pfdn4
37645	H. sapiens	R. norvegicus	PFDN4	Pfdn4
37647	H. sapiens	R. norvegicus	PGAM1	Pgam1
37647	H. sapiens	M. musculus	PGAM1	Pgam1
37647	H. sapiens	D. melanogaster	PGAM1	Pglym78
37647	H. sapiens	X. laevis	PGAM1	pgam1
37653	H. sapiens	X. laevis	PMCH	pmch
37653	H. sapiens	M. musculus	PMCH	Pmch
37653	H. sapiens	R. norvegicus	PMCH	Pmch
37656	H. sapiens	M. musculus	PNN	Pnn
37656	H. sapiens	R. norvegicus	PNN	Pnn
37658	H. sapiens	M. musculus	POU2F1	Pou2f1
37658	H. sapiens	X. laevis	POU2F1	pou2f1
37658	H. sapiens	R. norvegicus	POU2F1	Pou2f1
37659	H. sapiens	D. melanogaster	PPP1CB	flw
37659	H. sapiens	C. elegans	PPP1CB	gsp-1
37659	H. sapiens	M. musculus	PPP1CB	Ppp1cb
37659	H. sapiens	R. norvegicus	PPP1CB	Ppp1cb
37659	H. sapiens	X. laevis	PPP1CB	ppp1cb
37660	H. sapiens	D. melanogaster	PPP2CA	mts
37660	H. sapiens	R. norvegicus	PPP2CA	Ppp2ca
37660	H. sapiens	X. laevis	PPP2CA	ppp2ca
37660	H. sapiens	C. elegans	PPP2CA	let-92
37660	H. sapiens	M. musculus	PPP2CA	Ppp2ca
37661	H. sapiens	D. melanogaster	PPP2R5D	PP2A-B'
37661	H. sapiens	C. elegans	PPP2R5D	pptr-2
37661	H. sapiens	R. norvegicus	PPP2R5D	Ppp2r5d
37661	H. sapiens	M. musculus	PPP2R5D	Ppp2r5d
37664	H. sapiens	R. norvegicus	PRKAR1A	Prkar1a
37664	H. sapiens	D. melanogaster	PRKAR1A	Pka-R1
37664	H. sapiens	X. laevis	PRKAR1A	prkar1a
37664	H. sapiens	M. musculus	PRKAR1A	Prkar1a
37665	H. sapiens	C. elegans	PRKAR1B	kin-2
37665	H. sapiens	X. laevis	PRKAR1B	prkar1b
37665	H. sapiens	R. norvegicus	PRKAR1B	Prkar1b
37665	H. sapiens	M. musculus	PRKAR1B	Prkar1b
37666	H. sapiens	M. musculus	PRKAR2B	Prkar2b
37666	H. sapiens	X. laevis	PRKAR2B	prkar2b
37666	H. sapiens	R. norvegicus	PRKAR2B	Prkar2b
37667	H. sapiens	D. melanogaster	PRKCI	aPKC
37667	H. sapiens	X. laevis	PRKCI	prkci
37667	H. sapiens	M. musculus	PRKCI	Prkci
37667	H. sapiens	R. norvegicus	PRKCI	Prkci
37667	H. sapiens	C. elegans	PRKCI	pkc-3
37670	H. sapiens	X. laevis	MAPK1	mapk1
37670	H. sapiens	R. norvegicus	MAPK1	Mapk1
37670	H. sapiens	S. cerevisiae	MAPK1	KSS1
37670	H. sapiens	C. elegans	MAPK1	mpk-1
37670	H. sapiens	D. melanogaster	MAPK1	rl
37670	H. sapiens	M. musculus	MAPK1	Mapk1
37680	H. sapiens	D. melanogaster	PSAP	Sap-r
37680	H. sapiens	X. laevis	PSAP	psap
37680	H. sapiens	R. norvegicus	PSAP	Psap
37680	H. sapiens	M. musculus	PSAP	Psap
37686	H. sapiens	S. cerevisiae	PSMD8	RPN12
37686	H. sapiens	D. melanogaster	PSMD8	Rpn12
37686	H. sapiens	R. norvegicus	PSMD8	Psmd8
37686	H. sapiens	C. elegans	PSMD8	rpn-12
37686	H. sapiens	M. musculus	PSMD8	Psmd8
37691	H. sapiens	X. laevis	PTPN12	ptpn12
37691	H. sapiens	M. musculus	PTPN12	Ptpn12
37691	H. sapiens	R. norvegicus	PTPN12	Ptpn12
37693	H. sapiens	M. musculus	PTPRH	Ptprh
37693	H. sapiens	R. norvegicus	PTPRH	Ptprh
37693	H. sapiens	X. laevis	PTPRH	ptprh
37694	H. sapiens	M. musculus	PTPRM	Ptprm
37694	H. sapiens	X. laevis	PTPRM	ptprm
37694	H. sapiens	R. norvegicus	PTPRM	Ptprm
37695	H. sapiens	R. norvegicus	RAD1	Rad1
37695	H. sapiens	M. musculus	RAD1	Rad1
37695	H. sapiens	D. melanogaster	RAD1	Rad1
37695	H. sapiens	X. laevis	RAD1	rad1
37695	H. sapiens	C. elegans	RAD1	mrt-2
37697	H. sapiens	R. norvegicus	PXN	Pxn
37697	H. sapiens	M. musculus	PXN	Pxn
37697	H. sapiens	X. laevis	PXN	pxn
37704	H. sapiens	X. laevis	RAD23B	rad23b
37704	H. sapiens	D. melanogaster	RAD23B	Rad23
37704	H. sapiens	M. musculus	RAD23B	Rad23b
37704	H. sapiens	C. elegans	RAD23B	rad-23
37704	H. sapiens	S. cerevisiae	RAD23B	RAD23
37704	H. sapiens	R. norvegicus	RAD23B	Rad23b
37706	H. sapiens	X. laevis	RBMS2	rbms2
37706	H. sapiens	R. norvegicus	RBMS2	Rbms2
37706	H. sapiens	M. musculus	RBMS2	Rbms2
37707	H. sapiens	M. musculus	RDX	Rdx
37707	H. sapiens	R. norvegicus	RDX	Rdx
37709	H. sapiens	X. laevis	RGR	rgr
37709	H. sapiens	R. norvegicus	RGR	Rgr
37709	H. sapiens	M. musculus	RGR	Rgr
37710	H. sapiens	X. laevis	RGS10	rgs10
37710	H. sapiens	R. norvegicus	RGS10	Rgs10
37710	H. sapiens	M. musculus	RGS10	Rgs10
37711	H. sapiens	X. laevis	RNF4	rnf4
37711	H. sapiens	M. musculus	RNF4	Rnf4
37711	H. sapiens	R. norvegicus	RNF4	Rnf4
37712	H. sapiens	D. melanogaster	RPA2	RPA2
37712	H. sapiens	R. norvegicus	RPA2	Rpa2
37712	H. sapiens	X. laevis	RPA2	rpa2
37712	H. sapiens	S. cerevisiae	RPA2	RFA2
37712	H. sapiens	M. musculus	RPA2	Rpa2
37714	H. sapiens	M. musculus	RPS2	Rps2
37714	H. sapiens	R. norvegicus	RPS2	Rps2
37714	H. sapiens	D. melanogaster	RPS2	RpS2
37714	H. sapiens	S. cerevisiae	RPS2	RPS2
37714	H. sapiens	C. elegans	RPS2	rps-2
37714	H. sapiens	X. laevis	RPS2	rps2
37716	H. sapiens	X. laevis	SAT1	sat1
37716	H. sapiens	R. norvegicus	SAT1	Sat1
37716	H. sapiens	M. musculus	SAT1	Sat1
37717	H. sapiens	D. melanogaster	SCP2	ScpX
37717	H. sapiens	R. norvegicus	SCP2	Scp2
37717	H. sapiens	X. laevis	SCP2	scp2
37717	H. sapiens	C. elegans	SCP2	daf-22
37717	H. sapiens	M. musculus	SCP2	Scp2
37718	H. sapiens	X. laevis	SDHD	sdhd
37718	H. sapiens	M. musculus	SDHD	Sdhd
37718	H. sapiens	R. norvegicus	SDHD	Sdhd
37719	H. sapiens	R. norvegicus	SEC14L1	Sec14l1
37719	H. sapiens	C. elegans	SEC14L1	T23G5.2
37719	H. sapiens	M. musculus	SEC14L1	Sec14l1
37719	H. sapiens	X. laevis	SEC14L1	sec14l5
37721	H. sapiens	M. musculus	SRSF2	Srsf2
37721	H. sapiens	R. norvegicus	SRSF2	Srsf2
37722	H. sapiens	R. norvegicus	SCG5	Scg5
37722	H. sapiens	X. laevis	SCG5	scg5
37722	H. sapiens	M. musculus	SCG5	Scg5
37723	H. sapiens	X. laevis	SH3GL3	sh3gl3
37723	H. sapiens	R. norvegicus	SH3GL3	Sh3gl3
37723	H. sapiens	M. musculus	SH3GL3	Sh3gl3
37723	H. sapiens	D. melanogaster	SH3GL3	endoA
37723	H. sapiens	C. elegans	SH3GL3	unc-57
37727	H. sapiens	X. laevis	SMARCE1	smarce1
37727	H. sapiens	R. norvegicus	SMARCE1	Smarce1
37727	H. sapiens	C. elegans	SMARCE1	swsn-3
37727	H. sapiens	M. musculus	SMARCE1	Smarce1
37728	H. sapiens	M. musculus	SNRPB2	Snrpb2
37728	H. sapiens	X. laevis	SNRPB2	snrpb2
37728	H. sapiens	R. norvegicus	SNRPB2	Snrpb2
37728	H. sapiens	C. elegans	SNRPB2	rnp-3
37730	H. sapiens	X. laevis	SNRPG	snrpg
37730	H. sapiens	D. melanogaster	SNRPG	SmG
37730	H. sapiens	R. norvegicus	SNRPG	Snrpgl2
37730	H. sapiens	C. elegans	SNRPG	snr-7
37733	H. sapiens	X. laevis	SOX11	sox11
37733	H. sapiens	M. musculus	SOX11	Sox11
37733	H. sapiens	R. norvegicus	SOX11	Sox11
37735	H. sapiens	M. musculus	SPR	Spr
37735	H. sapiens	X. laevis	SPR	spr
37735	H. sapiens	R. norvegicus	SPR	Spr
37735	H. sapiens	D. melanogaster	SPR	Sptr
37736	H. sapiens	R. norvegicus	SRI	Sri
37736	H. sapiens	M. musculus	SRI	Sri
37736	H. sapiens	X. laevis	SRI	sri
37737	H. sapiens	R. norvegicus	SRP9	Srp9
37737	H. sapiens	X. laevis	SRP9	srp9
37737	H. sapiens	M. musculus	SRP9	Srp9
37738	H. sapiens	X. laevis	SRP14	srp14
37738	H. sapiens	R. norvegicus	SRP14	Srp14
37738	H. sapiens	M. musculus	SRP14	Srp14
37742	H. sapiens	R. norvegicus	RNF43	Rnf43
37742	H. sapiens	M. musculus	RNF43	Rnf43
37744	H. sapiens	C. elegans	TBCE	K07H8.1
37744	H. sapiens	X. laevis	TBCE	tbce
37744	H. sapiens	R. norvegicus	TBCE	Tbce
37744	H. sapiens	M. musculus	TBCE	Tbce
37744	H. sapiens	D. melanogaster	TBCE	tbce
37746	H. sapiens	R. norvegicus	TCEB3	Tceb3
37746	H. sapiens	M. musculus	TCEB3	Tceb3
37746	H. sapiens	X. laevis	TCEB3	tceb3
37747	H. sapiens	X. laevis	THRA	thra
37747	H. sapiens	M. musculus	THRA	Thra
37747	H. sapiens	R. norvegicus	THRA	Thra
37748	H. sapiens	M. musculus	TIMP4	Timp4
37748	H. sapiens	R. norvegicus	TIMP4	Timp4
37749	H. sapiens	M. musculus	TK1	Tk1
37749	H. sapiens	R. norvegicus	TK1	Tk1
37749	H. sapiens	X. laevis	TK1	tk1
37749	H. sapiens	C. elegans	TK1	thk-1
37750	H. sapiens	D. melanogaster	NR2E1	dsf
37750	H. sapiens	C. elegans	NR2E1	nhr-67
37750	H. sapiens	R. norvegicus	NR2E1	Nr2e1
37750	H. sapiens	M. musculus	NR2E1	Nr2e1
37750	H. sapiens	X. laevis	NR2E1	nr2e1
37751	H. sapiens	R. norvegicus	TRAPPC10	Trappc10
37751	H. sapiens	D. melanogaster	TRAPPC10	SIDL
37751	H. sapiens	X. laevis	TRAPPC10	trappc10
37751	H. sapiens	M. musculus	TRAPPC10	Trappc10
37752	H. sapiens	X. laevis	TNNI2	tnni2
37752	H. sapiens	M. musculus	TNNI2	Tnni2
37752	H. sapiens	R. norvegicus	TNNI2	Tnni2
37753	H. sapiens	D. melanogaster	TPR	Mtor
37753	H. sapiens	M. musculus	TPR	Tpr
37753	H. sapiens	R. norvegicus	TPR	Tpr
37753	H. sapiens	X. laevis	TPR	tpr
37756	H. sapiens	M. musculus	CRISP2	Crisp2
37756	H. sapiens	R. norvegicus	CRISP2	Crisp2
37757	H. sapiens	R. norvegicus	TRIP6	Trip6
37757	H. sapiens	M. musculus	TRIP6	Trip6
37764	H. sapiens	M. musculus	UQCRC2	Uqcrc2
37764	H. sapiens	D. melanogaster	UQCRC2	CG4169
37764	H. sapiens	X. laevis	UQCRC2	uqcrc2
37764	H. sapiens	R. norvegicus	UQCRC2	Uqcrc2
37765	H. sapiens	D. melanogaster	VDAC2	porin
37765	H. sapiens	M. musculus	VDAC2	Vdac2
37765	H. sapiens	C. elegans	VDAC2	R05G6.7
37765	H. sapiens	X. laevis	VDAC2	vdac2
37765	H. sapiens	R. norvegicus	VDAC2	Vdac2
37765	H. sapiens	S. cerevisiae	VDAC2	POR1
37766	H. sapiens	X. laevis	XPNPEP2	xpnpep2
37766	H. sapiens	M. musculus	XPNPEP2	Xpnpep2
37766	H. sapiens	R. norvegicus	XPNPEP2	Xpnpep2
37767	H. sapiens	R. norvegicus	YWHAH	Ywhah
37767	H. sapiens	X. laevis	YWHAH	ywhah
37767	H. sapiens	M. musculus	YWHAH	Ywhah
37788	H. sapiens	R. norvegicus	STAM	Stam
37788	H. sapiens	X. laevis	STAM	stam
37788	H. sapiens	M. musculus	STAM	Stam
37788	H. sapiens	C. elegans	STAM	stam-1
37792	H. sapiens	M. musculus	ACOX3	Acox3
37792	H. sapiens	D. melanogaster	ACOX3	CG9527
37792	H. sapiens	C. elegans	ACOX3	F58F9.7
37792	H. sapiens	R. norvegicus	ACOX3	Acox3
37792	H. sapiens	X. laevis	ACOX3	acox3
37822	H. sapiens	R. norvegicus	EEA1	Eea1
37822	H. sapiens	M. musculus	EEA1	Eea1
37822	H. sapiens	X. laevis	EEA1	eea1
37824	H. sapiens	R. norvegicus	VAPA	Vapa
37824	H. sapiens	M. musculus	VAPA	Vapa
37824	H. sapiens	X. laevis	VAPA	vapa
37827	H. sapiens	D. melanogaster	GEMIN2	Gem2
37827	H. sapiens	R. norvegicus	GEMIN2	Gemin2
37827	H. sapiens	X. laevis	GEMIN2	gemin2
37827	H. sapiens	M. musculus	GEMIN2	Gemin2
37830	H. sapiens	X. laevis	SLC27A2	LOC100494612
37830	H. sapiens	R. norvegicus	SLC27A2	Slc27a2
37830	H. sapiens	M. musculus	SLC27A2	Slc27a2
37831	H. sapiens	M. musculus	DGKZ	Dgkz
37831	H. sapiens	D. melanogaster	DGKZ	rdgA
37831	H. sapiens	X. laevis	DGKZ	dgkz
37831	H. sapiens	C. elegans	DGKZ	dgk-5
37831	H. sapiens	R. norvegicus	DGKZ	Dgkz
37832	H. sapiens	R. norvegicus	CST7	Cst7
37832	H. sapiens	M. musculus	CST7	Cst7
37832	H. sapiens	X. laevis	CST7	cst7
37833	H. sapiens	M. musculus	PPFIA3	Ppfia3
37833	H. sapiens	X. laevis	PPFIA3	ppfia3
37833	H. sapiens	R. norvegicus	PPFIA3	Ppfia3
37836	H. sapiens	R. norvegicus	THOC5	Thoc5
37836	H. sapiens	D. melanogaster	THOC5	thoc5
37836	H. sapiens	M. musculus	THOC5	Thoc5
37836	H. sapiens	X. laevis	THOC5	thoc5
37838	H. sapiens	R. norvegicus	MKNK1	Mknk1
37838	H. sapiens	D. melanogaster	MKNK1	Lk6
37838	H. sapiens	M. musculus	MKNK1	Mknk1
37838	H. sapiens	X. laevis	MKNK1	mknk1
37839	H. sapiens	S. cerevisiae	RUVBL1	RVB1
37839	H. sapiens	R. norvegicus	RUVBL1	Ruvbl1
37839	H. sapiens	C. elegans	RUVBL1	ruvb-1
37839	H. sapiens	M. musculus	RUVBL1	Ruvbl1
37839	H. sapiens	X. laevis	RUVBL1	ruvbl1
37839	H. sapiens	D. melanogaster	RUVBL1	pont
37841	H. sapiens	R. norvegicus	EIF4EBP3	Eif4ebp3
37841	H. sapiens	M. musculus	EIF4EBP3	Eif4ebp3
37842	H. sapiens	M. musculus	PTCH2	Ptch2
37846	H. sapiens	R. norvegicus	VAMP8	Vamp8
37846	H. sapiens	M. musculus	VAMP8	Vamp8
37846	H. sapiens	X. laevis	VAMP8	vamp8
37847	H. sapiens	M. musculus	VAMP4	Vamp4
37847	H. sapiens	X. laevis	VAMP4	vamp4
37847	H. sapiens	R. norvegicus	VAMP4	Vamp4
37848	H. sapiens	M. musculus	B4GALT4	B4galt4
37848	H. sapiens	X. laevis	B4GALT4	LOC100488464
37848	H. sapiens	R. norvegicus	B4GALT4	B4galt4
37851	H. sapiens	X. laevis	RNGTT	rngtt
37851	H. sapiens	R. norvegicus	RNGTT	Rngtt
37851	H. sapiens	M. musculus	RNGTT	Rngtt
37851	H. sapiens	D. melanogaster	RNGTT	mRNA-cap
37851	H. sapiens	C. elegans	RNGTT	cel-1
37852	H. sapiens	X. laevis	GPAA1	gpaa1
37852	H. sapiens	D. melanogaster	GPAA1	CG3033
37852	H. sapiens	S. cerevisiae	GPAA1	GAA1
37852	H. sapiens	M. musculus	GPAA1	Gpaa1
37852	H. sapiens	R. norvegicus	GPAA1	Gpaa1
37854	H. sapiens	X. laevis	CDS2	cds2
37854	H. sapiens	M. musculus	CDS2	Cds2
37854	H. sapiens	R. norvegicus	CDS2	Cds2
37855	H. sapiens	M. musculus	PABPC4	Pabpc4
37855	H. sapiens	D. melanogaster	PABPC4	pAbp
37855	H. sapiens	R. norvegicus	PABPC4	Pabpc4
37856	H. sapiens	X. laevis	RIPK2	ripk2
37856	H. sapiens	M. musculus	RIPK2	Ripk2
37856	H. sapiens	R. norvegicus	RIPK2	Ripk2
37857	H. sapiens	X. laevis	SNAP23	snap23
37857	H. sapiens	R. norvegicus	SNAP23	Snap23
37857	H. sapiens	M. musculus	SNAP23	Snap23
37858	H. sapiens	M. musculus	DYRK4	Dyrk4
37858	H. sapiens	R. norvegicus	DYRK4	Dyrk4
37858	H. sapiens	D. melanogaster	DYRK4	smi35A
37867	H. sapiens	R. norvegicus	PSTPIP1	Pstpip1
37867	H. sapiens	X. laevis	PSTPIP1	pstpip1
37867	H. sapiens	M. musculus	PSTPIP1	Pstpip1
37868	H. sapiens	M. musculus	PRC1	Prc1
37868	H. sapiens	R. norvegicus	PRC1	Prc1
37868	H. sapiens	X. laevis	PRC1	prc1
37872	H. sapiens	M. musculus	CCBL1	Ccbl1
37872	H. sapiens	R. norvegicus	CCBL1	Ccbl1
37872	H. sapiens	X. laevis	CCBL1	ccbl1
37873	H. sapiens	M. musculus	CDH12	Cdh12
37873	H. sapiens	X. laevis	CDH12	cdh12
37873	H. sapiens	R. norvegicus	CDH12	Cdh12
37874	H. sapiens	X. laevis	CSRP1	csrp1
37874	H. sapiens	R. norvegicus	CSRP1	Csrp1
37874	H. sapiens	M. musculus	CSRP1	Csrp1
37875	H. sapiens	R. norvegicus	DGKB	Dgkb
37875	H. sapiens	M. musculus	DGKB	Dgkb
37875	H. sapiens	C. elegans	DGKB	dgk-3
37875	H. sapiens	X. laevis	DGKB	dgkb
37875	H. sapiens	D. melanogaster	DGKB	Dgk
37878	H. sapiens	M. musculus	TIMM8A	Timm8a1
37878	H. sapiens	X. laevis	TIMM8A	timm8a
37878	H. sapiens	R. norvegicus	TIMM8A	Timm8a1
37880	H. sapiens	D. melanogaster	FABP7	fabp
37880	H. sapiens	X. laevis	FABP7	fabp7
37880	H. sapiens	R. norvegicus	FABP7	Fabp7
37880	H. sapiens	M. musculus	FABP7	Fabp7
37882	H. sapiens	D. melanogaster	GMFB	CG5869
37882	H. sapiens	M. musculus	GMFB	Gmfb
37882	H. sapiens	R. norvegicus	GMFB	Gmfb
37882	H. sapiens	X. laevis	GMFB	gmfg
37884	H. sapiens	R. norvegicus	GTF2F2	Gtf2f2
37884	H. sapiens	X. laevis	GTF2F2	gtf2f2
37884	H. sapiens	D. melanogaster	GTF2F2	TfIIFbeta
37884	H. sapiens	M. musculus	GTF2F2	Gtf2f2
37884	H. sapiens	C. elegans	GTF2F2	CELE_Y39B6A.36
37886	H. sapiens	R. norvegicus	HNF4G	Hnf4g
37886	H. sapiens	C. elegans	HNF4G	nhr-64
37886	H. sapiens	M. musculus	HNF4G	Hnf4g
